"llm","topic","eb_pct","lo95","hi95"
"deepseek-v3.2","Medical Oncology",98.869354333848,89.4703227957252,99.9344348229228
"deepseek-v3.2","Nephrology",98.4083922061365,89.8128325411474,99.8898457791253
"deepseek-v3.2","Neurological Surgery",91.7816372277787,49.7681138114758,98.760600034063
"deepseek-v3.2","Neurology",96.0875953492796,82.6451937634322,99.1887270116275
"deepseek-v3.2","Obstetrics and Gynecology",97.7730632381546,89.8708065444726,99.5692824368564
"deepseek-v3.2","Ophthalmology",93.6140176576162,67.1524711519385,99.0954980190733
"deepseek-v3.2","Orthopedic Surgery",96.7479965054641,80.099307098631,99.5763791154921
"deepseek-v3.2","Otolaryngology",98.0794501560067,87.6345234978452,99.8398204693032
"deepseek-v3.2","Pediatrics",95.7441148154239,86.0450999574055,98.7761735398591
"deepseek-v3.2","Physical Medicine and Rehabilitation",95.9534642788835,69.0614020759836,99.3677148720681
"deepseek-v3.2","Plastic Surgery",96.3528102566367,77.6669257087029,99.8405074211114
"deepseek-v3.2","Psychiatry",97.8550547860465,89.9424941538453,99.5465641370413
"deepseek-v3.2","Pulmonary",96.3260757728461,81.4004750102529,99.4811465495386
"deepseek-v3.2","Radiation Oncology",94.735215602596,65.3193158268517,99.1963487508906
"deepseek-v3.2","Rheumatology/Musculoskeletal",98.5845739957387,88.2008155186811,99.9413256806346
"deepseek-v3.2","Thoracic Surgery",94.6736686999343,66.5772536274707,99.5910115277196
"deepseek-v3.2","Urology",97.7403379164253,86.3441979684035,99.8203999503931
"deepseek-v3.2","Vascular Surgery",95.9985986682809,61.9599559487446,99.8485502286772
"gemini-3-pro-preview","Allergy/Immunology",96.9039698041962,92.6833825365142,98.7218970146533
"gemini-3-pro-preview","Anesthesiology",97.8764271821049,88.7705176909341,99.6398685666516
"gemini-3-pro-preview","Cardiovascular",97.5233350342374,89.0757339361641,99.6925353180905
"gemini-3-pro-preview","Critical Care Medicine",96.9575845370554,82.8896557271891,99.711848888781
"gemini-3-pro-preview","Dermatology",96.4487197593634,79.9235757752067,99.4462527718706
"gemini-3-pro-preview","Emergency Medicine",96.7570869451664,86.6157416773441,99.2092911987356
"gemini-3-pro-preview","Endocrine",98.4121210289586,90.8384896784041,99.9145292071062
"gemini-3-pro-preview","Gastrointestinal",96.6428171781017,83.3267218032914,99.3408514088328
"gemini-3-pro-preview","General Surgery",96.1529788763795,81.8737459149514,99.703318854949
"gemini-3-pro-preview","Geriatrics",98.3433541492939,89.0206467462671,99.8791711343087
"gemini-3-pro-preview","Hematology",93.6976044340754,70.7899426650301,99.0649784911928
"gemini-3-pro-preview","Immunology",97.7424223959501,72.6265532689025,99.7516782360829
"gemini-3-pro-preview","Infectious Disease",95.6949833921031,77.2155516079554,99.43533643368
"gemini-3-pro-preview","Medical Oncology",98.7626755787051,89.95441704421,99.9345102441075
"gemini-3-pro-preview","Nephrology",98.3108142536012,88.7514671414112,99.8898842976492
"gemini-3-pro-preview","Neurological Surgery",93.366424242785,65.7516777473322,99.0598414919166
"gemini-3-pro-preview","Neurology",97.3811708239843,88.7982983007432,99.6508748515954
"gemini-3-pro-preview","Obstetrics and Gynecology",97.2774084614458,87.1204386184781,99.4299300529934
"gemini-3-pro-preview","Ophthalmology",94.7649127048325,73.5720629856496,99.3437287959923
"gemini-3-pro-preview","Orthopedic Surgery",97.4100428050474,84.5869770306912,99.8015265291044
"gemini-3-pro-preview","Otolaryngology",97.9624650439627,87.5925006839075,99.8394078354885
"gemini-3-pro-preview","Pediatrics",94.1179584069096,79.73533211447,98.2575093770999
"gemini-3-pro-preview","Physical Medicine and Rehabilitation",96.7924292131698,79.5409261526311,99.5646455857523
"gemini-3-pro-preview","Plastic Surgery",93.9808848561548,66.2399865478012,99.2665497847648
"gemini-3-pro-preview","Psychiatry",98.0904208678311,91.4655026696085,99.6664115255007
"gemini-3-pro-preview","Pulmonary",95.1268197995495,73.6862054128596,99.1534073949182
"gemini-3-pro-preview","Radiation Oncology",96.7968807724626,81.9193784490859,99.832768883068
"gemini-3-pro-preview","Rheumatology/Musculoskeletal",98.5233873766948,87.7063776120693,99.9406792047119
"gemini-3-pro-preview","Thoracic Surgery",94.3250230328047,66.2078043872579,99.5962959562987
"gemini-3-pro-preview","Urology",97.6301685400986,84.9400867149661,99.8161918671949
"gemini-3-pro-preview","Vascular Surgery",20.1764108535037,0.816472888534693,81.7839968431321
"gpt-5.1-2025-11-13","Allergy/Immunology",97.2714665845623,93.3351223818464,98.8525413782871
"gpt-5.1-2025-11-13","Anesthesiology",98.5559348611053,92.5272692468297,99.8362972504303
"gpt-5.1-2025-11-13","Cardiovascular",97.4225689126887,88.1660242391861,99.5527097230274
"gpt-5.1-2025-11-13","Critical Care Medicine",96.5670284986389,79.3449303415773,99.4992965624473
"gpt-5.1-2025-11-13","Dermatology",96.8047182253886,81.0575517357452,99.5209481955568
"gpt-5.1-2025-11-13","Emergency Medicine",97.0757047504113,87.5485402744201,99.2966666234427
"gpt-5.1-2025-11-13","Endocrine",98.5599177077561,91.199405617942,99.9285154690184
"gpt-5.1-2025-11-13","Gastrointestinal",97.3961180721386,87.9559175843487,99.5118470624651
"gpt-5.1-2025-11-13","General Surgery",94.218189951033,74.7211046330544,98.9299193633464
"gpt-5.1-2025-11-13","Geriatrics",98.4717226071894,90.1888997634831,99.8925477249619
"gpt-5.1-2025-11-13","Hematology",94.3188507737206,71.9484720467955,99.1603386739276
"gpt-5.1-2025-11-13","Immunology",97.9926836743031,74.9191520108022,99.7709797303039
"gpt-5.1-2025-11-13","Infectious Disease",97.4020124794568,85.0571559880122,99.741095377261
"gpt-5.1-2025-11-13","Medical Oncology",98.225642899394,75.2121379538823,99.8148904858464
"gpt-5.1-2025-11-13","Nephrology",97.9148938059498,84.325764765346,99.7461536647066
"gpt-5.1-2025-11-13","Neurological Surgery",95.3865249705954,75.6320403090365,99.5312522198786
"gpt-5.1-2025-11-13","Neurology",97.6225556684344,89.7726167340782,99.6597337899353
"gpt-5.1-2025-11-13","Obstetrics and Gynecology",98.2082724789557,91.9076666586086,99.6717673306726
"gpt-5.1-2025-11-13","Ophthalmology",95.2628384959035,75.8417413017758,99.4118195681102
"gpt-5.1-2025-11-13","Orthopedic Surgery",97.666791439412,85.7700921724878,99.8073199567278
"gpt-5.1-2025-11-13","Otolaryngology",98.2450831941648,89.222047300728,99.850343854055
"gpt-5.1-2025-11-13","Pediatrics",95.8913030700062,86.6039277863052,98.8307168342207
"gpt-5.1-2025-11-13","Physical Medicine and Rehabilitation",97.0890774542555,81.7261522575336,99.6174103445475
"gpt-5.1-2025-11-13","Plastic Surgery",96.4859672229944,79.1735709102134,99.8360310401101
"gpt-5.1-2025-11-13","Psychiatry",97.907929472704,90.1449012607513,99.5677290192164
"gpt-5.1-2025-11-13","Pulmonary",97.2493752549399,86.2982401588731,99.714778844737
"gpt-5.1-2025-11-13","Radiation Oncology",96.3128768812605,78.4968051843335,99.5535539000125
"gpt-5.1-2025-11-13","Rheumatology/Musculoskeletal",98.6625818382937,88.7767606507465,99.9544746909303
"gpt-5.1-2025-11-13","Thoracic Surgery",91.3771357238773,47.6619179233718,98.8808581706721
"gpt-5.1-2025-11-13","Urology",97.8578532691204,86.8877823334237,99.8169782732473
"gpt-5.1-2025-11-13","Vascular Surgery",68.1977933767444,11.6050918818715,96.9045525410686
"grok-4-0709","Allergy/Immunology",96.9445572465248,92.6882112036514,98.7252761880792
"grok-4-0709","Anesthesiology",97.4511603209519,82.465022665774,99.509131614577
"grok-4-0709","Cardiovascular",96.6335239787935,84.2278074331241,99.3259293720511
"grok-4-0709","Critical Care Medicine",96.2754448929147,77.5785148207116,99.4315291205028
"grok-4-0709","Dermatology",96.5390167532474,78.9022582917779,99.4754230884343
"grok-4-0709","Emergency Medicine",96.7862434011095,86.6697812635301,99.2319570351558
"grok-4-0709","Endocrine",95.8470904644101,73.4886546965258,99.3005731543644
"grok-4-0709","Gastrointestinal",97.5613862381664,88.9628044391542,99.6625536103563
"grok-4-0709","General Surgery",93.6847413317947,73.1273726599619,98.7640260493584
"grok-4-0709","Geriatrics",97.7562644223114,82.8051950054991,99.7178936022507
"grok-4-0709","Hematology",94.8780120559116,75.5417251536255,99.3622172866167
"grok-4-0709","Immunology",98.6615193514366,88.9422887484604,99.938201094421
"grok-4-0709","Infectious Disease",95.7504019481915,77.5950690312941,99.399817412155
"grok-4-0709","Medical Oncology",98.7643494227257,89.8010993034532,99.9268749364089
"grok-4-0709","Nephrology",98.3084656292935,89.1421776092114,99.8839392169642
"grok-4-0709","Neurological Surgery",91.446724986992,51.113326055301,98.6178790336658
"grok-4-0709","Neurology",97.4070859555205,88.6049501746954,99.6525833682351
"grok-4-0709","Obstetrics and Gynecology",98.0189149079575,90.945963025634,99.651434359775
"grok-4-0709","Ophthalmology",94.9144967029033,72.7796509406213,99.3791482051626
"grok-4-0709","Orthopedic Surgery",97.4669129806817,84.373441344794,99.804642271533
"grok-4-0709","Otolaryngology",98.0029671739134,87.0510926513204,99.8375908761864
"grok-4-0709","Pediatrics",95.9314300346005,87.1231254387497,98.9016244510861
"grok-4-0709","Physical Medicine and Rehabilitation",96.8022130179087,80.9979256141967,99.5906066576413
"grok-4-0709","Plastic Surgery",96.0998065664011,77.1093437109771,99.8374979557339
"grok-4-0709","Psychiatry",97.6788739752847,89.2183043825494,99.5127654476205
"grok-4-0709","Pulmonary",96.1501062178873,81.0496106388772,99.4397809738278
"grok-4-0709","Radiation Oncology",94.3974749453946,64.8664651023783,99.1514338034647
"grok-4-0709","Rheumatology/Musculoskeletal",98.5265763875017,88.0777057726774,99.9416921349104
"grok-4-0709","Thoracic Surgery",94.3066437502058,66.2530767684407,99.6004319555351
"grok-4-0709","Urology",97.6438687454173,85.4036076445685,99.7901457186473
"grok-4-0709","Vascular Surgery",96.0446255379038,59.5872083675662,99.8663123264999
"kimi-k2-thinking","Allergy/Immunology",96.1011856738904,90.9861293811886,98.3922056688458
"kimi-k2-thinking","Anesthesiology",97.4564466248852,86.4692837050395,99.5740547990942
"kimi-k2-thinking","Cardiovascular",95.9271455947901,81.5890998704493,99.1784289747257
"kimi-k2-thinking","Critical Care Medicine",96.219557122755,80.1723423946339,99.6334778599855
"kimi-k2-thinking","Dermatology",96.4825387890209,80.9192859981018,99.6106592531606
"kimi-k2-thinking","Emergency Medicine",96.5155716989546,86.4660939274013,99.2274088675653
"kimi-k2-thinking","Endocrine",96.4152497336581,80.9264080018664,99.3881805658047
"kimi-k2-thinking","Gastrointestinal",95.8569096385124,81.6252805336272,99.1857932231717
"kimi-k2-thinking","General Surgery",95.3513245592608,79.4693041791769,99.6298563917664
"kimi-k2-thinking","Geriatrics",97.1927414089314,81.0097716872922,99.6515309229422
"kimi-k2-thinking","Hematology",90.9220624842704,60.268579771398,98.4016412211206
"kimi-k2-thinking","Immunology",98.3530284576913,86.4322080352374,99.9243416582939
"kimi-k2-thinking","Infectious Disease",95.0966952604634,75.6213335022482,99.3135270416676
"kimi-k2-thinking","Medical Oncology",98.4698123141088,88.2347201912711,99.9096961998619
"kimi-k2-thinking","Nephrology",97.1569301338272,81.0590384548914,99.6508464778979
"kimi-k2-thinking","Neurological Surgery",93.9749680798591,70.2611909594832,99.4686522943863
"kimi-k2-thinking","Neurology",95.2209483719693,80.1650072087789,98.9640179181098
"kimi-k2-thinking","Obstetrics and Gynecology",96.7420718619648,85.8172424237807,99.2668201406338
"kimi-k2-thinking","Ophthalmology",91.9966414154336,61.4944407350199,98.7489400250422
"kimi-k2-thinking","Orthopedic Surgery",95.807774031435,75.564286040896,99.464440724048
"kimi-k2-thinking","Otolaryngology",97.5274965304492,85.1160115369163,99.7932453407387
"kimi-k2-thinking","Pediatrics",94.1512266560787,82.0613971687623,98.3430169999989
"kimi-k2-thinking","Physical Medicine and Rehabilitation",96.0325180341965,77.7563602909604,99.5084269261971
"kimi-k2-thinking","Plastic Surgery",90.1619877970929,49.84014364621,98.4913169565604
"kimi-k2-thinking","Psychiatry",97.6894226153046,90.0772633254259,99.6089521651188
"kimi-k2-thinking","Pulmonary",95.3726958082073,77.7244694638582,99.3362834956642
"kimi-k2-thinking","Radiation Oncology",94.8526614660732,72.4255503299537,99.3776329374495
"kimi-k2-thinking","Rheumatology/Musculoskeletal",98.1586471096147,85.7452657266909,99.9194956206473
"kimi-k2-thinking","Thoracic Surgery",93.2035404839087,63.1427428451505,99.5481654537278
"kimi-k2-thinking","Urology",96.0788838299074,74.716676018607,99.4422080974781
"kimi-k2-thinking","Vascular Surgery",67.3031738106416,11.6143232337441,96.4185490712011
